,node,nearest station,distance
310,4523950741,108,213.232
311,4523950742,107,348.26199999999994
312,333578901,453,1509.277
313,4523950744,123,277.14599999999996
314,4523950749,107,254.082
315,333578912,453,1378.8200000000004
316,2336490150,457,8644.708999999999
317,2710897325,457,3472.2790000000005
318,4523950766,107,449.203
319,2710897326,457,3366.923
320,272007856,203,309.574
321,4137222829,463,187.22299999999998
322,4137222832,462,393.625
323,272433837,462,2326.7670000000003
324,272433840,462,2530.724
325,31163061,420,26.121
326,271581878,245,29.2
327,31163063,420,0.0
328,272433846,461,1854.066
329,271561782,466,281.16700000000003
330,271561784,244,319.524
331,271561785,244,339.93699999999995
332,276497088,321,2683.508
333,271975107,195,265.606
334,271975110,232,252.337
335,270500551,163,3069.2429999999995
336,2377777868,266,3002.949
337,338887392,456,489.888
338,338887396,457,765.8990000000001
339,275710694,404,1339.216
340,274924263,331,431.393
341,2863039209,247,478.12299999999993
342,2863039210,246,0.0
343,1776255725,188,1979.6850000000006
344,1776255726,188,2224.4150000000004
345,338887405,456,570.2230000000001
346,338887410,456,481.445
347,268862196,110,466.76200000000006
348,268862197,110,302.935
349,270500596,163,3405.6579999999994
350,270500597,163,3273.949
351,1932722934,461,600.8009999999998
352,1932722932,461,594.396
353,1932722938,461,769.295
354,1932722940,461,736.184
355,1932722941,461,692.7410000000001
356,272401148,461,2414.116
357,2336490236,457,7073.179
358,270467841,91,3537.5400000000004
359,1932722945,462,735.765
360,401435426,219,1795.5130000000006
361,1932722948,462,750.4630000000001
362,270500620,163,3299.586
363,270500621,163,3090.8920000000003
364,31163150,382,0.0
365,1932722959,462,831.863
366,1932722960,462,621.5250000000002
367,1932722963,462,1104.435
368,268796692,228,799.669
369,1932722968,462,986.493
370,1932722970,462,963.225
371,1932722972,463,1282.115
372,270467871,91,3799.845
373,1932722976,462,1285.289
374,274924321,331,320.347
375,2336490271,457,7589.3110000000015
376,1932722979,462,1298.473
377,1932722986,462,1244.287
378,1985184556,194,1162.142
379,1932722988,462,1238.884
380,387547952,480,2707.0070000000005
381,387547953,480,2567.742
382,387547954,480,2588.947
383,387547955,480,2631.303000000001
384,1985184564,194,1087.177
385,1932722994,462,1165.318
386,387547958,480,2395.7200000000007
387,1932722997,462,1181.185
388,387547960,480,2756.4620000000004
389,387547961,480,2689.5080000000007
390,387547962,480,2511.862
391,1932723002,462,1200.88
392,387547964,480,2498.1620000000007
393,387547965,480,2609.9580000000005
394,387547966,480,2660.7410000000004
395,387547967,480,2561.3740000000007
396,387547968,480,2444.5160000000005
397,387547969,480,2562.4829999999997
398,1932723004,462,1225.693
399,1975649092,453,1931.497
400,1932723012,462,1346.1950000000004
401,1932723013,462,1347.092
402,1932723015,462,1390.086
403,1932723016,462,1529.507
404,387547982,480,2665.5009999999997
405,387547983,480,2611.8340000000007
406,387547984,480,2494.110000000001
407,1932723025,462,1633.658
408,387547986,480,2276.8520000000008
409,387547987,480,2161.721
410,387547988,480,1940.722
411,387547989,480,2012.892
412,5264900950,116,0.0
413,5264900951,119,54.941
414,5264900952,119,69.905
415,387547990,480,1996.098
416,2336490323,457,6773.3200000000015
417,387547995,480,2146.0679999999998
418,387547996,480,1389.6879999999999
419,387547997,103,1896.905
420,1932723038,462,1460.0740000000005
421,2336490329,457,8296.287
422,4594598755,89,184.917
423,270107493,26,248.795
424,270107494,26,258.463
425,1932723048,462,1667.77
426,4808639338,188,1608.489
427,268862315,109,622.679
428,5912724332,108,155.153
429,268862317,106,1107.6580000000001
430,5912724334,108,346.2240000000001
431,4808639339,188,1599.677
432,270107504,86,504.94199999999995
433,4808639341,188,1641.398
434,1932723057,462,2283.669
435,1932723051,462,2312.732
436,1932723054,462,1504.5220000000004
437,1932723056,462,1788.1760000000002
438,2336490354,457,7667.086000000001
439,1932723074,462,2010.067
440,338887556,457,1278.059
441,1932723078,462,2018.644
442,1932723080,462,2165.177
443,338887561,457,1240.1029999999996
444,338887562,457,1271.7599999999998
445,1932723082,462,2073.248
446,338887564,457,1583.879
447,1932723085,462,2189.936
448,338887566,457,1300.0220000000004
449,1932723087,462,2057.508
450,1932723088,462,2252.744
451,2336490376,457,6846.660000000002
452,1932723090,462,2129.2699999999995
453,1932723097,462,2195.6489999999994
454,31163291,380,82.836
455,31163292,380,0.0
456,276497308,321,2602.841
457,31163296,395,0.0
458,31163297,397,154.415
459,31163298,397,0.0
460,275678112,405,1297.1429999999996
461,31163300,399,144.34799999999998
462,1932723106,462,2085.235
463,31163302,399,0.0
464,31163303,401,216.705
465,1932723114,462,2000.693
466,5127734191,390,170.25099999999995
467,5135893424,165,265.751
468,5135893426,165,305.135
469,2336490418,457,6902.457000000001
470,1932723130,462,2389.657
471,1932723133,462,2701.038
472,276071361,363,0.0
473,276071362,362,284.029
474,276071363,363,99.825
475,1932723139,476,2723.394
476,1932723140,465,2586.2119999999995
477,276497350,321,2997.7390000000005
478,345211847,177,366.635
479,276497351,321,2896.508000000001
480,1932723143,465,2269.1939999999995
481,270107594,10,161.121
482,1932723144,465,2247.3289999999993
483,345211852,191,261.198
484,1932723146,465,2265.8959999999993
485,1932723142,465,2183.6259999999993
486,272008143,203,163.85599999999997
487,272008144,203,275.83799999999997
488,3670705105,460,771.4010000000003
489,1932723154,465,2253.005
490,276071379,362,173.38100000000003
491,272008147,202,260.69800000000004
492,1932723148,465,2209.448999999999
493,272008150,203,230.375
494,272008151,203,215.899
495,272008152,216,357.045
496,1932723158,465,2158.219
497,3670705114,460,784.5010000000003
498,3670705115,460,741.5720000000003
499,3670705116,460,728.6610000000003
500,1932723161,465,2274.478
501,1932723159,465,2508.9770000000003
502,2336490459,457,6989.331
503,2336490455,457,6992.095
504,270107619,10,146.989
505,1932723171,480,1913.5150000000006
506,1420461031,319,133.54399999999998
507,1932723180,476,3026.0270000000005
508,2336490478,457,8771.595999999998
509,270468083,91,3711.910000000001
510,270107641,26,454.217
511,270107642,86,498.893
512,270107644,26,337.228
513,2007237637,195,1172.535
514,276071430,363,153.11
515,276071431,363,244.905
516,2007237640,195,1520.654
517,276071434,362,51.306000000000004
518,2007237647,195,1505.6979999999999
519,2336490517,457,7061.68
520,2007237654,195,1186.598
521,3779331096,5,431.027
522,31163417,390,63.666000000000004
523,270107674,86,405.471
524,2842887193,189,580.818
525,2007237658,195,1202.461
526,3779331101,5,260.409
527,2007237660,195,1217.62
528,2959311900,441,0.0
529,3779331104,15,183.71900000000002
530,2336490528,457,7086.449000000001
531,5580882978,295,3173.7520000000004
532,5580882979,163,3559.4059999999995
533,5580882980,295,3042.2660000000005
534,5580882981,295,3098.463
535,5580882982,295,3053.264
536,3779331108,7,164.377
537,3779331112,15,25.033
538,4052026409,319,348.967
539,5580882986,295,3178.984000000001
540,3779331113,15,27.410999999999998
541,3779331109,7,159.395
542,3779331114,15,45.913999999999994
543,5580882990,295,3178.969
544,270468134,266,2350.478
545,3779331120,15,346.23299999999995
546,2336490539,457,7116.5700000000015
547,4052026418,317,80.097
548,2336490547,457,7138.675
549,343606328,420,1547.2660000000005
550,3779331129,5,437.217
551,3779331130,6,330.456
552,3779331134,11,297.194
553,3779331135,26,211.684
554,276071487,362,482.591
555,276071488,363,265.89
556,3779331138,253,325.447
557,3779331136,14,282.111
558,2336490560,457,8910.632999999998
559,2336490566,457,7215.119000000002
560,272441104,461,1973.711
561,4480533578,189,1137.683
562,473859149,447,160.379
563,2336490577,457,9333.476
564,2336490583,457,8990.340999999999
565,5921375320,462,2467.6579999999994
566,2336490585,457,7290.984000000001
567,270107741,270,619.4789999999998
568,270107742,256,199.497
569,270107762,259,76.35600000000001
570,2377712760,177,178.33599999999998
571,270468218,91,3383.292
572,2377712764,177,265.841
573,275514494,356,90.42299999999999
574,2898035842,476,337.49699999999996
575,2898035843,466,928.109
576,2898035844,466,599.388
577,2898035845,465,1927.568
578,2898035846,480,1332.101
579,276497543,321,2882.658000000001
580,276497544,321,3022.8010000000004
581,276497545,321,3174.866
582,276497546,295,3100.0890000000004
583,2898035848,466,1032.3980000000001
584,2898035850,466,645.151
585,2898035849,465,576.5419999999999
586,2898035847,465,1759.7720000000002
587,31163535,416,0.0
588,270468242,91,2889.054
589,3508962455,192,274.048
590,276071577,363,269.947
591,276071578,363,231.08
592,5842011295,43,348.064
593,373110930,480,1140.9989999999998
594,2336490662,457,8914.776999999998
595,268862631,123,361.709
596,960169128,453,5798.673999999999
597,275514537,356,57.635
598,275711144,404,2347.6729999999993
599,4149970091,461,710.9169999999999
600,275678380,408,1488.2949999999996
601,275678381,405,1529.1870000000001
602,275678382,405,1389.073
603,275678379,408,1472.106
604,1288945600,453,4791.9850000000015
605,2336490672,457,8256.617
606,268862644,124,344.31699999999995
607,268862648,110,760.3409999999999
608,271985224,205,285.062
609,275514561,336,546.4010000000002
610,268862658,109,765.698
611,31163586,390,124.525
612,268862663,109,1158.6559999999995
613,272008394,202,480.749
614,270468308,91,3888.258
615,270107873,450,315.494
616,2336490722,457,5248.6799999999985
617,270107875,273,473.64
618,275514595,355,168.92200000000003
619,275514596,355,415.014
620,275514597,371,299.224
621,2336490751,457,6466.089000000001
622,271582467,245,726.4910000000001
623,276497675,295,2957.2859999999996
624,276497676,295,2816.6040000000007
625,276497677,295,2801.778
626,276497678,295,2656.349
627,275513446,374,282.54200000000003
628,275514640,392,98.405
629,3682534673,195,263.572
630,1526603168,465,552.861
631,3682534675,195,229.267
632,3682534676,195,228.57299999999998
633,5969708308,405,286.595
634,3682534678,195,238.321
635,5969708312,405,304.39
636,275514652,371,355.889
637,2336490794,457,7924.250000000001
638,4790158638,297,204.356
639,275514676,361,266.862
640,2336490807,457,7807.408
641,268862780,109,778.462
642,275514684,371,198.579
643,268862785,124,822.337
644,268862788,109,725.383
645,268862789,124,871.42
646,1932854599,91,4081.9770000000003
647,268862792,109,772.6940000000002
648,1932854600,91,4032.6420000000003
649,1932854602,91,3990.637000000001
650,1932854601,91,4041.782
651,268797281,189,1086.472
652,268797287,192,1680.911
653,268797293,192,1368.6980000000005
654,270468461,91,3946.84
655,268797295,192,1291.7290000000005
656,268797296,192,1219.4700000000005
657,271615345,457,7943.704000000002
658,271615344,457,8049.172000000002
659,268797299,192,1111.716
660,275514747,361,344.93199999999996
661,268797309,228,711.1009999999999
662,268797311,228,643.2509999999999
663,276071811,363,308.694
664,268797316,228,1125.802
665,268797315,228,479.925
666,275514758,361,85.67500000000003
667,274924941,330,94.15700000000001
668,274924942,331,203.99
669,274924943,331,108.62
670,274924944,329,77.494
671,268633491,106,200.294
672,274924951,331,582.087
673,275514785,370,244.189
674,275514786,390,308.34
675,268633507,106,213.252
676,268436901,18,67.26100000000001
677,268633522,95,0.0
678,276497855,295,3299.442
679,2336490945,457,5487.951999999999
680,2898363851,103,2284.711
681,4134307275,461,975.459
682,275678670,408,1524.481
683,2898363855,103,647.22
684,275678671,408,1388.442
685,2898363859,2,575.741
686,958825939,476,2340.59
687,958825940,466,2382.9610000000007
688,275514838,380,271.607
689,275514839,370,331.37
690,275514840,371,206.479
691,2898363865,103,662.5269999999999
692,2898363866,2,646.524
693,2898363863,103,2201.4000000000005
694,554206684,445,1896.076
695,554206678,445,1854.484
696,958825949,466,2306.9960000000005
697,958825951,466,2234.498
698,958825953,466,2330.8390000000004
699,3982034403,115,0.0
700,867698150,321,2668.516
701,958825960,466,2303.736000000001
702,345212400,191,335.16500000000013
703,272008698,222,139.253
704,268862971,109,659.937
705,2336491004,457,6595.907000000001
706,272008701,233,186.467
707,4344960578,461,2161.527
708,272434688,462,2010.67
709,272434689,462,2609.322
710,4344960579,461,2294.047
711,2336491008,457,6608.937000000001
712,4344960580,461,2426.365
713,275514897,381,314.947
714,2336491025,457,6796.734000000001
715,275514901,381,233.39
716,275416601,335,183.132
717,275514911,381,113.871
718,554206760,321,2581.032
719,2574747178,240,459.35499999999985
720,3710649899,456,1728.402
721,3710649900,456,1792.4440000000004
722,275514925,381,235.923
723,275514926,381,259.603
724,3710649901,453,1088.2800000000002
725,2336491058,457,5945.238000000001
726,5475796533,322,59.534
727,5475796534,322,105.316
728,5475796539,322,181.267
729,5475796540,323,343.235
730,5475796541,321,145.19
731,5475796542,320,172.05900000000003
732,5475796543,321,73.25399999999999
733,268797503,228,794.5419999999998
734,275678779,408,1632.305
735,268797506,189,1961.21
736,276072003,363,190.375
737,276072004,363,197.43400000000003
738,1526603230,465,557.764
739,276072007,363,286.242
740,3216606804,241,476.555
741,345212501,189,888.7450000000001
742,3216606807,241,314.77099999999996
744,3216606810,197,103.74700000000001
745,473826907,316,190.84599999999998
746,473826908,316,297.01099999999997
747,2434303579,194,248.878
748,2434303580,194,248.801
749,2434303581,253,0.0
750,275711580,404,1972.432
751,3216606811,241,274.07099999999997
752,2459293362,465,2620.067
753,275416687,326,0.0
754,2336491126,457,2476.3080000000004
755,345212545,189,581.0930000000001
756,2682783372,241,592.7900000000002
757,950568590,109,603.931
758,950568591,109,550.702
759,274925213,331,244.808
760,274925214,330,158.54500000000004
761,274925216,331,359.755
762,268863152,109,584.153
763,268863153,109,449.534
764,272389123,462,579.295
765,275678899,408,1555.535
766,2459293365,465,2161.937
767,268863171,109,381.652
768,268863172,109,638.033
769,272008903,192,875.459
770,268863176,124,849.4939999999999
771,1494910691,386,1020.643
772,268863211,124,775.205
773,5833492208,47,165.05700000000002
774,5833492209,47,259.564
775,5833492210,47,103.579
776,5833492212,28,423.917
777,5833492214,28,449.505
778,5833492215,28,418.282
779,5833492216,32,439.80800000000005
780,5833492217,129,170.984
781,5833492218,129,92.537
782,5833492219,129,77.402
783,5833492220,129,68.48100000000001
784,5833492221,131,290.459
785,1494910716,386,954.3539999999999
786,5833492224,37,106.17
787,345212688,189,803.4580000000002
788,4788979474,109,1084.285
789,345212701,189,431.798
790,268863264,109,935.495
791,1385760545,29,423.19
792,275515200,393,288.055
793,275515201,372,328.2920000000001
795,275515217,371,215.443
796,275515218,371,115.24700000000001
797,268863319,124,915.266
798,268437337,26,103.969
799,275515226,371,51.573
800,275515225,371,127.404
801,275515227,371,134.821
803,5832116065,48,389.75800000000004
804,5832116066,41,467.74300000000005
805,5832116067,41,452.515
806,2131789666,28,412.99
807,2131789667,28,535.979
808,2131789669,28,487.59
809,2131789671,28,314.637
810,275515235,371,65.014
811,345212778,189,754.9019999999999
812,2131789675,39,47.816
813,2131789677,28,545.482
814,272009073,228,274.918
815,272009075,451,86.538
816,272009076,227,239.638
817,2131789685,38,281.28700000000003
818,345212789,189,596.569
819,345212793,189,669.2339999999998
820,345212795,189,530.198
821,345212800,189,837.2719999999998
822,345212803,189,711.2330000000001
823,3981084562,53,395.13
824,3981084563,258,381.635
825,3981084564,258,321.712
826,3037353823,190,1092.979
827,3981084567,258,116.304
828,3981084566,258,250.765
829,3981084569,258,0.0
830,3308914586,103,1154.278
831,275515298,371,437.751
832,275515306,372,285.943
833,276498348,295,3202.907
834,276498349,295,3149.1710000000007
835,268863406,109,697.878
836,276498350,295,3037.907
837,276498356,321,3082.4829999999997
838,268502970,124,203.34799999999998
839,345212861,189,809.674
840,275515329,395,177.79500000000004
841,275515330,379,0.0
842,275515331,372,0.0
843,1120307144,219,227.83700000000002
844,1120307147,456,751.415
845,1446021070,321,2151.772
846,275515343,372,240.831
847,1446021071,321,2141.3720000000003
848,1120307150,457,1185.177
849,1446021074,321,2287.877
850,1446021078,124,1883.7479999999998
851,1120307160,456,824.316
852,1446021082,148,801.8610000000001
853,2377779162,266,2355.4690000000005
854,1446021085,124,767.395
855,1446021086,124,689.4010000000002
856,1446021087,124,535.7080000000001
857,1446021088,124,342.43800000000005
858,1446021089,124,318.23299999999995
859,1446021090,124,295.452
860,1446021091,122,179.98600000000005
861,275515357,372,152.14
862,5557258213,82,13.085
863,272009190,227,0.0
864,2377779166,266,2425.9590000000007
865,276511846,408,1823.808
866,268503017,124,182.55200000000002
867,268503018,124,0.0
868,275515370,382,56.181999999999995
869,275515380,390,248.869
870,4789143541,295,150.25400000000005
871,1120307191,456,938.44
872,274925562,330,220.555
873,274925563,331,210.293
874,274925564,351,213.093
875,5334992892,92,2889.5850000000005
876,5334992893,92,2807.1920000000005
877,5334992895,92,2947.494
878,5334992894,92,2864.7970000000014
879,275515393,390,90.59899999999999
880,5334992896,92,2923.1540000000014
881,5334992897,92,2963.1160000000004
882,4084336651,408,332.737
883,275515404,390,174.926
884,1120307212,457,915.8919999999999
885,275515412,390,208.278
886,1926105120,335,378.001
887,1926105121,335,318.796
888,275515431,390,294.791
889,31164455,373,263.17900000000003
890,31164457,373,103.08
891,31164458,378,235.80700000000002
892,31164456,373,183.965
893,269289516,462,1852.203
894,31164462,371,155.8
895,269289520,462,2841.8790000000004
896,31164465,371,0.0
897,5136353330,156,420.39200000000005
898,5136353331,156,495.3730000000001
899,31164467,370,119.083
900,31164469,370,0.0
901,31164468,370,32.168
902,31164466,370,203.44
903,1926105146,316,384.06699999999995
904,275515454,396,157.542
905,275515456,395,119.921
906,1120307267,456,782.684
907,1120307271,455,535.23
908,276498507,321,2852.3100000000004
909,276498508,321,2794.1609999999996
910,276498509,321,2659.992
911,2860386380,240,89.525
912,276498512,321,2938.146000000001
913,2860386391,199,292.161
914,2860386395,206,319.467
915,2860386399,199,326.4
916,268437601,121,192.877
917,30454721,57,350.509
918,373111123,476,2472.3340000000007
919,1120307314,458,495.016
920,5482973299,295,2607.841000000001
921,5482973300,295,2278.637
922,5482973301,295,2215.8160000000003
923,1120307321,456,882.309
924,1120307326,458,87.804
925,268798083,192,1555.514
926,275515528,397,263.459
927,275515529,397,299.308
928,1120700554,420,1024.279
929,1120700555,420,1570.7670000000005
930,1120700561,420,770.4870000000002
931,275712146,404,1682.016
932,275712145,404,1338.055
933,1120700564,420,673.812
934,275712147,404,1946.303
935,1120700566,420,802.6519999999999
936,1120307352,457,1254.197
937,497420441,189,1260.469
938,1120700576,420,1004.93
939,497420450,189,1158.788
940,1120700579,420,943.779
941,497420460,189,1141.114
942,497420462,189,961.678
943,1120700590,420,862.941
944,497420464,189,1098.036
945,4790487225,293,166.732
946,1120700601,420,979.649
947,5595138244,295,3140.8
948,5595138246,295,3163.947
949,5595138247,295,3163.571
950,5595138248,295,3178.593000000001
951,5595138249,295,3111.51
952,5595138250,295,3057.915
953,5595138251,295,3155.4710000000005
954,5595138252,295,3182.6270000000004
955,5595138253,295,3153.396000000001
956,5595138254,295,3156.463000000001
957,5595138255,295,3176.0530000000012
958,5595138256,295,3214.8390000000004
959,5595138257,295,3198.5160000000005
960,1120700619,420,876.8320000000001
961,1120700626,420,981.682
962,270108886,450,426.43199999999996
963,1120700630,420,948.158
964,1120700632,420,869.315
965,270108889,450,291.209
966,276498650,295,2995.5020000000004
967,1404471515,480,1971.864
968,1120700637,439,379.32800000000003
969,1120307423,219,534.112
970,274925792,331,70.827
971,276072673,366,268.35400000000004
972,276072674,384,260.224
973,276072675,384,365.52900000000005
974,276072676,384,533.2479999999998
975,276072672,366,104.18
976,1420632058,92,2333.9880000000007
977,1120700643,420,749.0480000000001
